date,account,type,category,amount,description
2025-08-10,AC125,,Utilities,3245.03,Utility bill
2025-08-09,AC125,Credit,Food,147.08,Lunch at cafe
2025-08-21,AC125,Credit,Salary,816.46,Monthly paycheck
2025-08-23,AC124,Debit,Shopping,3619.93,Purchased items
2025-08-27,AC123,Credit,Transport,3801.69,Taxi or bus fare
2025-08-29,AC123,Debit,Utilities,4975.14,Utility bill
2025-08-22,AC123,Credit,Transport,75.89,Taxi or bus fare
2025-08-06,AC124,Credit,Salary,4027.13,Monthly paycheck
2025-08-08,AC123,Credit,Transport,3809.52,Taxi or bus fare
2025-08-02,AC124,Debit,Transport,2804.94,Taxi or bus fare
2025-08-14,AC125,Credit,Salary,3865.84,Monthly paycheck
2025-08-08,AC123,Credit,Transport,4551.71,Taxi or bus fare
2025-08-09,AC124,Credit,Food,3369.41,Lunch at cafe
2025-08-24,AC124,Credit,Shopping,2655.99,Purchased items
2025-08-12,AC124,Debit,Transport,1950.56,Taxi or bus fare
2025-08-30,AC124,Debit,Transport,315.96,Taxi or bus fare
2025-08-13,AC123,Debit,Food,2091.84,Lunch at cafe
2025-08-24,AC124,Credit,Food,2986.97,Lunch at cafe
2025-08-18,AC125,Credit,Entertainment,2252.07,Movie or event
2025-08-03,AC124,Debit,Rent,1913.53,Monthly rent
2025-08-26,AC123,Credit,Utilities,693.79,Utility bill
2025-08-01,AC125,Credit,Transport,3296.24,Taxi or bus fare
2025-08-24,AC124,Debit,Shopping,189.98,Purchased items
2025-08-27,AC125,Debit,Shopping,3894.68,Purchased items
2025-08-22,AC124,Debit,Food,35.71,Lunch at cafe
2025-08-23,AC123,Debit,Food,116.85,Lunch at cafe
2025-08-10,AC125,Debit,Entertainment,3040.67,Movie or event
2025-08-21,AC124,Debit,Salary,3896.09,Monthly paycheck
2025-08-02,AC124,,Utilities,1428.10,Utility bill
2025-08-26,AC124,Debit,Utilities,1411.28,Utility bill
2025-08-17,AC125,Debit,Food,567.67,Lunch at cafe
2025-08-09,AC123,Debit,Utilities,4595.87,Utility bill
2025-08-22,AC123,Credit,Shopping,4691.03,Purchased items
2025-08-01,AC125,Credit,Rent,394.56,Monthly rent
2025-08-06,AC124,Credit,Transport,630.43,Taxi or bus fare
2025-08-28,AC123,Credit,Shopping,4159.99,Purchased items
2025-08-23,AC125,Debit,Rent,3801.81,Monthly rent
2025-08-16,AC124,Credit,Transport,1404.59,Taxi or bus fare
2025-08-19,AC124,Debit,Transport,1484.12,Taxi or bus fare
2025-08-18,AC124,Credit,Shopping,639.19,Purchased items
2025-08-24,AC124,Debit,Food,2346.95,Lunch at cafe
2025-08-25,AC124,Debit,Utilities,2504.65,Utility bill
2025-08-01,AC123,Credit,Shopping,132.51,Purchased items
2025-08-03,AC125,Debit,Utilities,4981.75,Utility bill
2025-08-12,AC124,Credit,Utilities,4402.07,Utility bill
2025-08-04,AC124,Credit,Shopping,714.30,Purchased items
2025-08-14,AC123,Debit,Transport,2507.17,
2025-08-02,AC125,Debit,Shopping,131.17,Purchased items
2025-08-06,AC125,Debit,Rent,2099.52,Monthly rent
2025-08-12,AC124,Debit,Utilities,1269.48,Utility bill
2025-08-06,AC125,Debit,Utilities,4015.38,
2025-08-10,AC123,Debit,Utilities,1902.54,Utility bill
2025-08-12,AC124,Credit,Rent,891.54,Monthly rent
2025-08-28,AC125,Debit,Transport,1855.06,Taxi or bus fare
2025-08-24,AC123,Debit,Rent,2735.88,Monthly rent
2025-08-30,AC125,Debit,Salary,4637.71,Monthly paycheck
2025-08-03,AC123,Debit,Rent,637.54,Monthly rent
2025-08-09,AC125,Debit,Entertainment,4313.78,Movie or event
2025-08-30,AC124,Debit,Rent,3862.67,Monthly rent
2025-08-05,AC125,Credit,Shopping,3519.96,Purchased items
2025-08-23,AC125,Debit,Transport,630.88,Taxi or bus fare
2025-08-21,AC124,Debit,Transport,4118.80,Taxi or bus fare
2025-08-12,AC124,Credit,Salary,3291.13,Monthly paycheck
2025-08-17,AC125,Debit,Entertainment,4891.18,Movie or event
2025-08-15,AC124,Credit,Salary,1055.23,Monthly paycheck
2025-08-07,AC123,Debit,Transport,1366.59,Taxi or bus fare
2025-08-14,AC123,Debit,Food,3511.81,Lunch at cafe
2025-08-07,AC124,Debit,Salary,4138.84,Monthly paycheck
2025-08-23,AC125,Credit,Salary,4393.16,Monthly paycheck
2025-08-16,AC125,Debit,Shopping,3264.77,Purchased items
2025-08-05,AC125,Debit,Rent,1317.77,Monthly rent
2025-08-25,AC124,Credit,Entertainment,2593.74,Movie or event
2025-08-18,AC124,Debit,Food,3481.17,Lunch at cafe
2025-08-13,AC125,Credit,Utilities,4125.51,Utility bill
2025-08-21,AC124,Debit,Shopping,517.73,Purchased items
2025-08-23,AC123,Credit,Shopping,3744.11,Purchased items
2025-08-07,AC123,Debit,Rent,2006.04,Monthly rent
2025-08-04,AC125,Debit,Transport,925.45,Taxi or bus fare
2025-08-24,AC124,Debit,Transport,3340.63,Taxi or bus fare
2025-08-28,AC123,Debit,Rent,1266.21,Monthly rent
2025-08-05,AC124,Debit,Shopping,4942.57,Purchased items
2025-08-30,AC123,Credit,Utilities,1931.87,Utility bill
2025-08-21,AC123,Debit,Utilities,3031.64,Utility bill
2025-08-19,AC124,Debit,Food,1371.24,Lunch at cafe
2025-08-22,AC123,Debit,Transport,1432.81,Taxi or bus fare
2025-08-22,AC123,Credit,Entertainment,895.43,Movie or event
2025-08-28,AC124,Credit,Entertainment,139.53,Movie or event
2025-08-06,AC125,Credit,Rent,1968.72,Monthly rent
2025-08-08,AC125,Credit,Transport,2606.64,Taxi or bus fare
2025-08-04,AC123,Debit,Food,4309.15,Lunch at cafe
2025-08-26,AC124,Debit,Food,4995.44,Lunch at cafe
2025-08-15,AC125,Credit,Shopping,1146.27,Purchased items
2025-08-10,AC124,,Transport,1843.71,Taxi or bus fare
2025-08-24,AC125,Credit,Entertainment,1191.20,Movie or event
2025-08-18,AC125,Credit,Utilities,3734.87,Utility bill
2025-08-01,AC123,Credit,Shopping,4517.82,Purchased items
2025-08-17,AC124,Credit,Food,4470.20,Lunch at cafe
2025-08-03,AC124,Debit,Utilities,310.31,Utility bill
2025-08-16,AC123,Credit,Utilities,1410.01,Utility bill
2025-08-20,AC124,Credit,Transport,498.35,Taxi or bus fare
2025-08-16,AC123,Credit,Entertainment,3650.22,Movie or event
2025-08-05,AC125,,Transport,1144.80,Taxi or bus fare
2025-08-19,AC125,Credit,Rent,3788.16,Monthly rent
2025-08-25,AC123,Debit,Entertainment,2002.92,Movie or event
2025-08-21,AC125,,Utilities,1756.23,Utility bill
2025-08-07,AC123,Credit,Transport,550.37,Taxi or bus fare
2025-08-01,AC125,Credit,Entertainment,3016.57,Movie or event
2025-08-11,AC125,Debit,Salary,1688.31,Monthly paycheck
2025-08-18,AC125,Debit,Rent,1928.07,Monthly rent
2025-08-01,AC124,,Food,296.06,Lunch at cafe
2025-08-02,AC124,Debit,Shopping,363.21,Purchased items
2025-08-07,AC125,Credit,Utilities,3753.94,Utility bill
2025-08-06,AC124,Debit,Rent,2982.38,Monthly rent
2025-08-25,AC124,Debit,Salary,3626.12,Monthly paycheck
2025-08-11,AC123,,Shopping,5000.13,Purchased items
2025-08-15,AC125,Credit,Utilities,3048.69,Utility bill
2025-08-14,AC125,Debit,Rent,668.55,Monthly rent
2025-08-09,AC124,Debit,Food,4244.47,Lunch at cafe
2025-08-29,AC123,Debit,Transport,787.91,Taxi or bus fare
2025-08-06,AC125,Debit,Rent,2072.58,Monthly rent
2025-08-03,AC124,Debit,Utilities,4573.36,Utility bill
2025-08-03,AC125,Debit,Salary,4660.87,Monthly paycheck
2025-08-22,AC123,Debit,Rent,2577.50,
2025-08-19,AC124,Credit,Food,4483.26,Lunch at cafe
2025-08-31,AC124,Credit,Entertainment,4347.99,Movie or event
2025-08-12,AC123,Credit,Transport,2459.51,Taxi or bus fare
2025-08-28,AC123,Debit,Salary,2636.56,Monthly paycheck
2025-08-18,AC124,Debit,Entertainment,2247.37,Movie or event
2025-08-14,AC125,Debit,Salary,4419.99,Monthly paycheck
2025-08-27,AC124,Debit,Food,3499.99,Lunch at cafe
2025-08-05,AC125,Credit,Food,2492.11,Lunch at cafe
2025-08-18,AC125,Debit,Transport,446.33,Taxi or bus fare
2025-08-27,AC125,Debit,Utilities,878.56,Utility bill
2025-08-28,AC123,Debit,Entertainment,4352.37,Movie or event
2025-08-04,AC123,Credit,Transport,4290.39,Taxi or bus fare
2025-08-17,AC123,Credit,Food,4932.96,Lunch at cafe
2025-08-29,AC123,Credit,Entertainment,4116.09,Movie or event
2025-08-14,AC124,Debit,Food,1202.35,
2025-08-25,AC125,Credit,Transport,1869.45,Taxi or bus fare
2025-08-25,AC125,Debit,Rent,4233.46,Monthly rent
2025-08-09,AC124,Debit,Shopping,4495.45,Purchased items
2025-08-04,AC123,Debit,Rent,2000.69,Monthly rent
2025-08-09,AC123,Credit,Utilities,4709.09,Utility bill
2025-08-17,AC124,Debit,Shopping,3059.75,Purchased items
2025-08-19,AC123,Debit,Shopping,2622.00,Purchased items
2025-08-28,AC124,Debit,Rent,32.69,Monthly rent
2025-08-27,AC125,Credit,Entertainment,44.67,Movie or event
2025-08-25,AC124,Debit,Entertainment,4992.61,Movie or event
2025-08-24,AC124,Debit,Shopping,1620.26,Purchased items
2025-08-08,AC123,Credit,Entertainment,4007.08,Movie or event
2025-08-14,AC125,Credit,Utilities,282.41,Utility bill
2025-08-20,AC123,Credit,Shopping,4921.60,Purchased items
2025-08-14,AC125,Debit,Food,2681.68,Lunch at cafe
2025-08-27,AC124,Credit,Entertainment,4652.54,Movie or event
2025-08-22,AC123,Debit,Salary,1475.07,Monthly paycheck
2025-08-09,AC123,Debit,Rent,3509.35,Monthly rent
2025-08-03,AC123,Debit,Transport,2623.12,Taxi or bus fare
2025-08-14,AC125,Credit,Rent,315.32,Monthly rent
2025-08-14,AC123,Debit,Salary,2089.23,Monthly paycheck
2025-08-28,AC123,Credit,Transport,3346.50,Taxi or bus fare
2025-08-24,AC124,Credit,Rent,2585.68,Monthly rent
2025-08-07,AC125,Credit,Transport,3358.40,Taxi or bus fare
2025-08-14,AC124,Credit,Utilities,-2260.79,Utility bill
2025-08-24,AC123,Credit,Utilities,3364.23,Utility bill
2025-08-30,AC125,Debit,Shopping,3335.40,Purchased items
2025-08-12,AC123,Debit,Salary,4601.67,Monthly paycheck
2025-08-01,AC125,Credit,Food,350.93,Lunch at cafe
2025-08-13,AC123,Debit,Salary,3944.62,Monthly paycheck
2025-08-04,AC125,Credit,Salary,442.57,Monthly paycheck
2025-08-04,AC123,Debit,Food,2545.72,Lunch at cafe
2025-08-12,AC123,Debit,Transport,575.07,Taxi or bus fare
2025-08-16,AC123,Credit,Utilities,2906.47,Utility bill
2025-08-18,AC123,Credit,Rent,1489.27,Monthly rent
2025-08-25,AC123,Credit,Entertainment,1690.75,Movie or event
2025-08-03,AC124,Debit,Shopping,1729.13,Purchased items
2025-08-24,AC123,Debit,Salary,4384.33,Monthly paycheck
2025-08-31,AC123,Debit,Shopping,2509.00,Purchased items
2025-08-16,AC125,Debit,Food,101.29,Lunch at cafe
2025-08-03,AC124,Debit,Entertainment,2346.73,Movie or event
2025-08-20,AC124,Credit,Transport,1087.82,Taxi or bus fare
2025-08-15,AC124,Credit,Food,1638.53,Lunch at cafe
2025-08-07,AC124,Credit,Rent,2724.56,Monthly rent
2025-08-28,AC123,Credit,Salary,3601.33,Monthly paycheck
2025-08-30,AC123,Credit,Food,1077.92,Lunch at cafe
2025-08-27,AC125,Credit,Salary,4258.40,Monthly paycheck
2025-08-22,AC125,Debit,Food,1301.43,Lunch at cafe
2025-08-13,AC124,Debit,Shopping,394.03,Purchased items
2025-08-02,AC123,Credit,Rent,1437.74,Monthly rent
2025-08-28,AC125,Credit,Rent,653.02,Monthly rent
2025-08-12,AC123,Debit,Transport,2422.07,Taxi or bus fare
2025-08-13,AC124,Credit,Shopping,1210.87,Purchased items
2025-08-26,AC125,Debit,Shopping,1337.94,Purchased items
2025-08-07,AC124,Debit,Utilities,3690.24,Utility bill
2025-08-03,AC123,Credit,Shopping,1225.98,Purchased items
2025-08-16,AC125,Debit,Rent,4249.72,Monthly rent
2025-08-30,AC125,Debit,Shopping,1996.51,Purchased items
2025-08-16,AC125,Debit,Salary,4020.47,Monthly paycheck
2025-08-23,AC123,Debit,Utilities,3246.70,Utility bill
2025-08-13,AC124,Debit,Salary,2316.65,Monthly paycheck
2025-08-25,AC123,Credit,Entertainment,1033.22,Movie or event
2025-08-20,AC123,,Entertainment,295.37,Movie or event
2025-08-20,AC124,Credit,Rent,721.89,Monthly rent
2025-08-10,AC125,Debit,Rent,4920.20,Monthly rent
2025-08-22,AC124,Debit,Entertainment,3016.28,Movie or event
2025-08-11,AC124,Debit,Transport,780.33,Taxi or bus fare
2025-08-11,AC123,Debit,Salary,1956.74,Monthly paycheck
2025-08-17,AC124,Credit,Transport,3956.68,Taxi or bus fare
2025-08-25,AC124,Debit,Entertainment,2374.46,Movie or event
2025-08-23,AC124,Debit,Transport,4406.56,Taxi or bus fare
2025-08-18,AC123,Credit,Food,4831.22,Lunch at cafe
2025-08-24,AC124,Debit,Food,67.15,Lunch at cafe
2025-08-02,AC125,Credit,Utilities,971.05,Utility bill
2025-08-04,AC124,Credit,Food,3456.86,Lunch at cafe
2025-08-14,AC125,Debit,Salary,2723.68,Monthly paycheck
2025-08-02,AC125,Credit,Utilities,1864.48,Utility bill
2025-08-17,AC124,Debit,Entertainment,3894.61,Movie or event
2025-08-19,AC124,Debit,Rent,2786.58,Monthly rent
2025-08-22,AC123,Credit,Transport,3927.23,Taxi or bus fare
2025-08-31,AC125,Debit,Shopping,2523.09,Purchased items
2025-08-30,AC124,Debit,Rent,4872.00,Monthly rent
2025-08-06,AC124,Credit,Rent,2091.34,Monthly rent
2025-08-11,AC123,Credit,Rent,3847.81,Monthly rent
2025-08-30,AC125,Credit,Utilities,868.62,Utility bill
2025-08-03,AC125,Credit,Salary,4530.88,Monthly paycheck
2025-08-01,AC124,Credit,Transport,4623.60,Taxi or bus fare
2025-08-18,AC125,Debit,Rent,2456.08,Monthly rent
2025-08-25,AC124,Debit,Entertainment,846.45,Movie or event
2025-08-29,AC125,Debit,Transport,166.07,Taxi or bus fare
2025-08-14,AC123,Credit,Food,538.18,Lunch at cafe
2025-08-01,AC124,Credit,Utilities,4493.28,Utility bill
2025-08-07,AC123,Credit,Salary,1869.11,Monthly paycheck
2025-08-27,AC125,Credit,Entertainment,4509.87,Movie or event
2025-08-30,AC123,Debit,Transport,2366.66,Taxi or bus fare
2025-08-11,AC123,Debit,Entertainment,4930.98,Movie or event
2025-08-05,AC123,Credit,Food,2542.72,Lunch at cafe
2025-08-03,AC124,Debit,Entertainment,1006.23,Movie or event
2025-08-13,AC125,Credit,Shopping,120.65,Purchased items
2025-08-12,AC124,Credit,Transport,2184.75,Taxi or bus fare
2025-08-03,AC125,Credit,Transport,272.13,Taxi or bus fare
2025-08-08,AC124,Debit,Utilities,3088.88,Utility bill
2025-08-25,AC123,Debit,Shopping,3524.00,Purchased items
2025-08-28,AC125,Debit,Shopping,1581.67,Purchased items
2025-08-13,AC123,Credit,Salary,4245.17,Monthly paycheck
2025-08-15,AC125,Credit,Rent,4963.34,Monthly rent
2025-08-06,AC123,Credit,Transport,3873.94,Taxi or bus fare
2025-08-25,AC125,Credit,Salary,1581.86,Monthly paycheck
2025-08-30,AC124,Credit,Utilities,4295.68,Utility bill
2025-08-04,AC124,Debit,Shopping,1392.83,Purchased items
2025-08-02,AC125,Credit,Entertainment,3031.12,Movie or event
2025-08-07,AC123,Credit,Salary,253.79,Monthly paycheck
2025-08-02,AC123,Credit,Utilities,3145.48,Utility bill
2025-08-16,AC123,Debit,Utilities,3988.10,Utility bill
2025-08-18,AC125,Debit,Rent,2038.45,Monthly rent
2025-08-16,AC124,,Shopping,4503.60,Purchased items
2025-08-07,AC124,Debit,Food,58.89,Lunch at cafe
2025-08-10,AC123,Credit,Salary,4270.92,Monthly paycheck
2025-08-02,AC124,Debit,Utilities,4406.19,Utility bill
2025-08-06,AC125,Debit,Utilities,1895.24,Utility bill
2025-08-26,AC123,Debit,Utilities,1480.41,Utility bill
2025-08-17,AC125,Debit,Rent,948.56,Monthly rent
2025-08-07,AC125,Debit,Entertainment,4627.32,Movie or event
2025-08-06,AC123,Debit,Salary,3447.67,Monthly paycheck
2025-08-11,AC125,Debit,Rent,2779.12,Monthly rent
2025-08-27,AC124,Credit,Salary,303.17,Monthly paycheck
2025-08-16,AC123,Credit,Food,4906.81,Lunch at cafe
2025-08-25,AC123,Debit,Utilities,3949.50,Utility bill
2025-08-22,AC125,Debit,Salary,285.88,Monthly paycheck
2025-08-19,AC124,,Food,2110.51,Lunch at cafe
2025-08-18,AC125,Credit,Transport,4286.41,Taxi or bus fare
2025-08-22,AC125,Debit,Salary,1682.86,Monthly paycheck
2025-08-01,AC124,Debit,Rent,1665.89,Monthly rent
2025-08-17,AC123,Debit,Rent,492.83,Monthly rent
2025-08-26,AC125,Credit,Transport,2499.91,Taxi or bus fare
2025-08-27,AC123,Credit,Rent,-306.73,Monthly rent
2025-08-26,AC123,Debit,Utilities,2909.09,Utility bill
2025-08-29,AC124,Debit,Food,1523.11,Lunch at cafe
2025-08-24,AC124,Debit,Shopping,2868.25,Purchased items
2025-08-17,AC124,Credit,Rent,4099.08,Monthly rent
2025-08-13,AC124,Debit,Shopping,725.85,Purchased items
2025-08-31,AC123,Credit,Food,2636.94,Lunch at cafe
2025-08-23,AC123,Credit,Salary,724.35,Monthly paycheck
2025-08-24,AC124,Credit,Transport,2547.68,Taxi or bus fare
2025-08-01,AC123,Credit,Salary,2098.72,Monthly paycheck
2025-08-22,AC124,,Salary,1135.55,Monthly paycheck
2025-08-10,AC125,Credit,Entertainment,4923.34,Movie or event
2025-08-28,AC123,Debit,Rent,438.11,Monthly rent
2025-08-26,AC125,Credit,Salary,774.03,Monthly paycheck
2025-08-30,AC125,Credit,Food,2796.76,Lunch at cafe
2025-08-25,AC125,Debit,Rent,1563.78,Monthly rent
2025-08-12,AC125,Debit,Transport,4766.63,Taxi or bus fare
2025-08-12,AC123,Credit,Food,1487.62,Lunch at cafe
2025-08-02,AC123,Debit,Rent,293.09,Monthly rent
2025-08-21,AC124,Debit,Entertainment,2979.14,Movie or event
2025-08-01,AC124,Credit,Transport,1736.30,Taxi or bus fare
2025-08-29,AC123,Credit,Utilities,4105.75,Utility bill
2025-08-01,AC124,Credit,Utilities,1862.48,Utility bill
2025-08-07,AC125,Credit,Rent,1879.80,Monthly rent
2025-08-16,AC123,Credit,Rent,4104.68,Monthly rent
2025-08-13,AC123,Debit,Food,4005.00,Lunch at cafe
2025-08-25,AC124,Credit,Shopping,4237.31,Purchased items
2025-08-31,AC123,Credit,Salary,2827.79,Monthly paycheck
2025-08-25,AC124,Credit,Rent,2859.17,Monthly rent
2025-08-21,AC124,Credit,Transport,1513.06,Taxi or bus fare
2025-08-04,AC124,Debit,Food,4329.36,Lunch at cafe
2025-08-15,AC124,Credit,Utilities,3713.96,Utility bill
2025-08-25,AC124,Debit,Shopping,4050.68,Purchased items
2025-08-30,AC125,Credit,Food,4255.03,Lunch at cafe
2025-08-16,AC125,Debit,Salary,-2245.06,Monthly paycheck
2025-08-30,AC125,Debit,Rent,1632.48,Monthly rent
2025-08-25,AC124,Debit,Shopping,2881.34,Purchased items
2025-08-21,AC123,Debit,Salary,2484.05,Monthly paycheck
2025-08-08,AC125,,Shopping,3810.72,Purchased items
2025-08-07,AC123,Debit,Transport,1464.07,Taxi or bus fare
2025-08-22,AC124,Credit,Shopping,3834.25,Purchased items
2025-08-31,AC124,Debit,Shopping,4882.78,Purchased items
2025-08-21,AC124,Debit,Entertainment,3284.77,Movie or event
2025-08-23,AC125,Debit,Rent,4970.48,Monthly rent
2025-08-17,AC124,Credit,Food,4399.73,Lunch at cafe
2025-08-20,AC123,Debit,Utilities,3690.99,Utility bill
2025-08-05,AC125,Credit,Food,1793.18,Lunch at cafe
2025-08-16,AC125,Credit,Salary,1967.57,Monthly paycheck
2025-08-22,AC123,Credit,Transport,207.66,Taxi or bus fare
2025-08-03,AC124,Debit,Shopping,4866.16,Purchased items
2025-08-02,AC123,Credit,Rent,3681.36,Monthly rent
2025-08-08,AC124,Credit,Transport,3599.10,Taxi or bus fare
2025-08-07,AC124,Debit,Transport,1272.02,Taxi or bus fare
2025-08-31,AC123,Debit,Salary,2884.26,Monthly paycheck
2025-08-19,AC125,Credit,Utilities,997.70,Utility bill
2025-08-19,AC125,Debit,Transport,3444.95,Taxi or bus fare
2025-08-29,AC125,Credit,Shopping,4904.56,Purchased items
2025-08-15,AC125,Debit,Rent,685.62,Monthly rent
2025-08-16,AC123,Credit,Salary,4421.76,Monthly paycheck
2025-08-09,AC125,Credit,Entertainment,1828.56,Movie or event
2025-08-08,AC125,Credit,Utilities,1413.80,Utility bill
2025-08-12,AC123,Credit,Entertainment,46.78,Movie or event
2025-08-22,AC123,Debit,Food,1590.22,Lunch at cafe
2025-08-10,AC124,Credit,Shopping,378.19,Purchased items
2025-08-05,AC125,Credit,Transport,3183.00,Taxi or bus fare
2025-08-06,AC123,Debit,Entertainment,3456.24,Movie or event
2025-08-05,AC124,Credit,Salary,51.75,Monthly paycheck
2025-08-15,AC124,Credit,Utilities,4342.20,Utility bill
2025-08-25,AC124,Debit,Entertainment,4626.87,Movie or event
2025-08-11,AC123,Debit,Salary,4994.18,Monthly paycheck
2025-08-31,AC123,Debit,Utilities,2350.78,Utility bill
2025-08-06,AC124,Credit,Utilities,158.13,Utility bill
2025-08-04,AC125,Credit,Transport,527.42,Taxi or bus fare
2025-08-02,AC123,Debit,Salary,2715.94,Monthly paycheck
2025-08-07,AC123,Debit,Shopping,740.20,Purchased items
2025-08-25,AC124,,Entertainment,775.73,Movie or event
2025-08-13,AC123,Credit,Transport,4572.37,Taxi or bus fare
2025-08-12,AC123,Debit,Salary,3614.05,Monthly paycheck
2025-08-02,AC123,Debit,Rent,-4619.09,Monthly rent
2025-08-26,AC125,Debit,Entertainment,3807.81,Movie or event
2025-08-08,AC124,Credit,Transport,4685.10,Taxi or bus fare
2025-08-03,AC125,Credit,Utilities,315.08,Utility bill
2025-08-11,AC125,Credit,Salary,2413.00,Monthly paycheck
2025-08-18,AC123,Credit,Transport,2163.86,Taxi or bus fare
2025-08-25,AC125,Credit,Entertainment,623.55,Movie or event
2025-08-24,AC125,Credit,Utilities,575.08,Utility bill
2025-08-15,AC123,Credit,Utilities,3767.07,Utility bill
2025-08-30,AC123,Debit,Utilities,4029.22,Utility bill
2025-08-14,AC123,Credit,Shopping,2232.67,Purchased items
2025-08-30,AC123,Debit,Entertainment,3443.50,Movie or event
2025-08-31,AC123,Credit,Entertainment,4903.50,Movie or event
2025-08-10,AC124,Credit,Entertainment,664.74,Movie or event
2025-08-04,AC125,Debit,Shopping,4803.20,Purchased items
2025-08-05,AC124,Debit,Shopping,141.42,Purchased items
2025-08-30,AC125,Debit,Salary,3321.67,Monthly paycheck
2025-08-25,AC125,Debit,Shopping,4887.83,Purchased items
2025-08-27,AC124,Debit,Shopping,4758.61,Purchased items
2025-08-06,AC125,Debit,Entertainment,4103.95,Movie or event
2025-08-30,AC125,Credit,Transport,4172.97,Taxi or bus fare
2025-08-25,AC124,Credit,Utilities,1064.10,Utility bill
2025-08-03,AC125,Debit,Food,2776.64,Lunch at cafe
2025-08-31,AC124,Debit,Transport,1137.80,Taxi or bus fare
2025-08-20,AC124,Credit,Transport,1360.75,Taxi or bus fare
2025-08-20,AC123,Debit,Rent,1056.00,Monthly rent
2025-08-27,AC124,Debit,Rent,3492.72,Monthly rent
2025-08-26,AC123,Debit,Transport,1786.01,Taxi or bus fare
2025-08-29,AC123,Credit,Entertainment,1472.41,Movie or event
2025-08-30,AC125,Debit,Shopping,3628.48,Purchased items
2025-08-01,AC123,Credit,Entertainment,4285.64,Movie or event
2025-08-16,AC125,Debit,Entertainment,3399.56,Movie or event
2025-08-07,AC124,Credit,Shopping,3043.42,Purchased items
2025-08-07,AC124,Debit,Entertainment,4811.70,Movie or event
2025-08-07,AC123,Credit,Entertainment,645.03,Movie or event
2025-08-11,AC123,Credit,Salary,4416.16,Monthly paycheck
2025-08-06,AC124,Credit,Shopping,3653.44,Purchased items
2025-08-14,AC123,Credit,Transport,1720.76,Taxi or bus fare
2025-08-31,AC123,Credit,Salary,621.06,Monthly paycheck
2025-08-30,AC125,Debit,Salary,3345.93,Monthly paycheck
2025-08-05,AC124,Debit,Rent,2354.47,Monthly rent
2025-08-16,AC124,Debit,Food,2332.46,Lunch at cafe
2025-08-14,AC123,Debit,Entertainment,856.02,Movie or event
2025-08-01,AC124,Debit,Utilities,4964.22,Utility bill
2025-08-20,AC124,Debit,Transport,4930.97,Taxi or bus fare
2025-08-26,AC124,Debit,Rent,3719.10,Monthly rent
2025-08-13,AC123,Debit,Shopping,1698.05,Purchased items
2025-08-21,AC123,Credit,Food,1211.44,Lunch at cafe
2025-08-10,AC125,Credit,Salary,4492.10,Monthly paycheck
2025-08-01,AC125,Debit,Food,1239.31,Lunch at cafe
2025-08-28,AC124,Credit,Entertainment,3896.80,Movie or event
2025-08-28,AC124,Debit,Rent,4299.84,Monthly rent
2025-08-03,AC125,Debit,Transport,4895.91,Taxi or bus fare
2025-08-03,AC125,Credit,Shopping,1185.90,Purchased items
2025-08-02,AC125,Debit,Salary,4381.23,Monthly paycheck
2025-08-30,AC123,Debit,Utilities,4527.43,Utility bill
2025-08-10,AC125,Credit,Shopping,4505.61,Purchased items
2025-08-17,AC125,Credit,Food,4390.73,Lunch at cafe
2025-08-13,AC124,Debit,Entertainment,3619.31,Movie or event
2025-08-27,AC124,Credit,Transport,298.88,Taxi or bus fare
2025-08-13,AC124,Debit,Utilities,2777.86,Utility bill
2025-08-15,AC123,Credit,Rent,3286.69,Monthly rent
2025-08-01,AC125,Debit,Food,2059.89,Lunch at cafe
2025-08-01,AC124,Debit,Food,2853.44,Lunch at cafe
2025-08-03,AC123,Debit,Salary,2183.08,Monthly paycheck
2025-08-17,AC125,Credit,Shopping,4926.59,Purchased items
2025-08-09,AC124,Credit,Food,3156.51,Lunch at cafe
2025-08-08,AC123,Debit,Food,3199.91,Lunch at cafe
2025-08-02,AC124,Debit,Shopping,2957.81,Purchased items
2025-08-08,AC123,Credit,Entertainment,2459.16,Movie or event
2025-08-15,AC124,Credit,Salary,473.23,Monthly paycheck
2025-08-27,AC123,Debit,Salary,3758.67,Monthly paycheck
2025-08-17,AC124,,Rent,3189.07,Monthly rent
2025-08-27,AC123,Credit,Utilities,1491.98,Utility bill
2025-08-24,AC125,Debit,Salary,44.44,Monthly paycheck
2025-08-08,AC124,Debit,Rent,3784.46,Monthly rent
2025-08-03,AC123,Credit,Entertainment,3480.03,Movie or event
2025-08-20,AC125,Debit,Salary,228.32,Monthly paycheck
2025-08-09,AC125,,Transport,2324.73,Taxi or bus fare
2025-08-07,AC123,Credit,Food,4456.97,Lunch at cafe
2025-08-15,AC123,Credit,Salary,3135.38,
2025-08-03,AC123,Credit,Entertainment,1348.03,Movie or event
2025-08-21,AC125,Debit,Transport,2800.65,Taxi or bus fare
2025-08-16,AC125,Debit,Salary,3591.26,Monthly paycheck
2025-08-03,AC125,Debit,Transport,3485.73,Taxi or bus fare
2025-08-27,AC123,,Shopping,4911.96,Purchased items
2025-08-09,AC125,Debit,Shopping,1567.31,Purchased items
2025-08-25,AC125,Debit,Utilities,971.33,Utility bill
2025-08-24,AC123,Debit,Food,-2087.73,Lunch at cafe
2025-08-03,AC123,Credit,Food,4951.25,Lunch at cafe
